"STEINWALL, INC.",763-767-7060,763-767-7061,"Minneapolis, MN 55448",Minneapolis,1759 116th Ave NW
STERLING,262-641-8600,262-641-8653,"New Berlin, WI 53151",New Berlin,2900 S 160th St
ADHESIVE APPLICATIONS,413-527-7120,413-527-7249,"Easthampton, MA 01027",Easthampton,41 O'Neil St
"STONER, INC.",800-227-5538,800-515-5150,"Quarryville, PA 17566",Quarryville,"1070 Robert Fulton Hwy, P.O. Box 65"
"STOPOL EQUIPMENT SALES, LLC",440-499-0030,440-389-4477,"Brunswick, OH 44212",Brunswick,"1321 Industrial Pkwy N, Suite 600"
SUPERIOR DIE SET CORP,800-558-6040,800-657-0855,"Oak Creek, WI 53154",Oak Creek,900 West Drexel Avenue
SYSCON INTERNATIONAL (SYSCON-PLANTSTAR),574-232-3900,574-287-5916,"South Bend, IN 46601",South Bend,1108 South High St
"TANTEC EST, INC.",630-351-1320,630-351-1407,"Glendale Heights, IL 60139",Glendale Heights,160 N Brandon Dr
DUBUIT AMERICA,630-984-9500,630-984-9600,"Roselle, IL 60172",Roselle,70 Monaco Dr
TEC ENGINEERING CORP.,508-987-0231,508-987-0093,"Oxford, MA 01540",Oxford,31 Town Forest Rd
GRAHAM ENGINEERING,717-848-3755,,"York, PA 17402",York,1203 Eden Rd
TECH-BOLE-USA,937-746-1004,937-746-3867,"Franklin, OH 45005",Franklin,310 Industrial Drive
TEMPCO ELECTRIC HEATER CORPORATION,630-350-2252,630-350-0232,"Wood Dale, IL 60191",Wood Dale,607 N Central Ave
"ASAHI KASEI PLASTICS NORTH AMERICA, INC.",517-223-2000,517-223-2002,"Fowlerville, MI 48836",Fowlerville,900 E. Van Riper Rd.
THERMAL CARE,847-966-2260,847-966-9358,"Niles, IL 60714",Niles,7720 N Lehigh Ave
THORESON-MCCOSH INC.,248-362-0960,248-362-5270,"Troy, MI 48084",Troy,1885 Thunderbird
"TOSHIBA MACHINE CO., AMERICA",847-709-7226,847-709-7276,"Elk Grove Village, IL 60007",Elk Grove Village,755 Greenleaf Ave
STACKTECK SYSTEMS LTD.,416-749-0880,416-749-9669,,,
UBE MACHINERY INC.,734-741-7000,734-741-7053,"Ann Arbor, MI 48108",Ann Arbor,5700 S State St.
BOHLER-UDDEHOLM CORPORATION,800-638-2520,630-883-3101,"Elgin, IL 60124",Elgin,2505 Millennium Drive
UNIMIN CORPORATION,203-442-2500,203-966-3453,"New Canaan, CT 06840",New Canaan,258 Elm Street
"GREINER EXTRUSION US, INC.",814-333-2060,814-333-8142,"Meadville, PA 16335",Meadville,1101 Morgan Village Road
"UNIVERSAL DYNAMICS, INC.",703-490-7000,703-490-7001,"Woodbridge, VA 22191",Woodbridge,13600 Dabney Rd
VAN DAM MACHINE,973-257-7050,973-257-7398,"Parsippany, NJ 07054",Parsippany,81B Walsh Drive
SUMITOMO (SHI) DEMAG PLASTICS MACHINERY,440-876-8960,440-876-4383,"Strongsville, OH 44149",Strongsville,11792 Alameda Dr
NFM WELDING ENGINEERS,330-837-3868,330-837-2230,"Massillon, OH 44647",Massillon,577 Oberlin Ave S.W.
WELLTEC MACHINERY LTD.,852-243-12198,852-243-37060,,,
COPERION CORP.,201-327-6300,201-825-6460,"Ramsey, NJ 07446",Ramsey,663 E Crescent Ave
REILOY WESTLAND CORPORATION,316-721-1144,316-721-1495,"Wichita, KS 67209",Wichita,1735 S Maize Rd
WESTLAKE CHEMICAL CORP.,713-960-9111,,"Houston, TX 77056",Houston,"2801 Post Oak Blvd, Suite 600"
WILMINGTON MACHINERY,910-431-1003,910-452-5191,"Wilmington, NC 28405",Wilmington,4628 Northchase Parkway NE
WINDMOELLER & HOELSCHER CORPORATION,401-333-2770,401-333-6491,"Lincoln, RI 02865",Lincoln,23 New England Way
"WITTMANN BATTENFELD, INC.",860-496-9603,860-482-2069,"Torrington, CT 06790",Torrington,1 Technology Park Dr
NORDSON CORPORATION  POLYMER PROCESSING SYSTEMS,770-339-4177,770-513-9173,"Roswell, GA 30076",Roswell,"645 Hembree Parkway, Suite D"
"YE I MACHINERY FACTORY CO., LTD.",886-6-2536066,886-6-2543717,,,
"YUSHIN AMERICA, INC.",401-463-1800,401-463-1810,"Cranston, RI 02920",Cranston,35 Kenney Drive
"ZED INDUSTRIES, INC.",937-667-8407,937-667-3340,"Vandalia, OH 45377",Vandalia,3580 Lightner Road
ZEIGER INDUSTRIES,330-484-4413,330-484-0267,"Canton, OH 44707",Canton,"4704 Wiseland Ave, SE"
"ZENITH PUMPS, A COLFAX FLUID HANDLING BRAND",704-289-6511,,"Monroe, NC 28110",Monroe,1710 Airport Road
3M INDUSTRIAL ADHESIVES & TAPES DIVISION,800-362-3550,,"Saint Paul, MN 55144",Saint Paul,3M Center
"MAAG AUTOMATIK, INC.",704-716-9028,704-716-9096,"Charlotte, NC 28273",Charlotte,1500 Continental Boulevard
POLLUTION CONTROL PRODUCTS CO.,214-358-1539,214-358-3379,"Dallas, TX 75220",Dallas,2677 Freewood Drive
ALPHA MARATHON FILM EXTRUSION TECHNOLOGIES INC.,905-265-2055,905-265-8817,,,
3DT LLC,262-253-6700,262-253-6977,"Germantown, WI 53022",Germantown,N114 W18850 Clinton Drive
PENNSYLVANIA DEPT. OF COMMUNITY & ECONOMIC DEVELOPMENT,717-231-5343,,"Harrisburg, PA 17120",Harrisburg,"400 North Street, 4th Fl"
"EWIKON MOLDING TECHNOLOGIES, INC",815-874-7270,815-874-1812,"Rockford, IL 61109",Rockford,5652 International Dr
FORMECH INC.,312-396-4072,312-396-4073,"Chicago, IL 60603",Chicago,1 South Dearborn Suite 2100
PLASTICS HOTLINE,515-574-2234,515-574-2202,"Fort Dodge, IA 50501",Fort Dodge,"809 Central Ave., Suite 200"
TECNOLOGIA DEL PLASTICO & EL EMPAQUE+CONVERSION MAGAZINES,305-448-6875,305-448-9942,"Virginia Gardens, FL 33166",Virginia Gardens,6355 NW Street Suite 408
REGLOPLAS CORPORATION,269-428-1100,269-428-1155,"Saint Joseph, MI 49085",Saint Joseph,1088 Miners Rd
"ENGINEERING SYSTEMS, INC.",630-851-4566,630-851-4870,"Aurora, IL 60504",Aurora,4215 Campus Drive
ROCKLIN MANUFACTURING CO.,712-255-7957,712-252-5619,"Sioux City, IA 51101",Sioux City,110 S Jennings St
"ROCHELEAU TOOL & DIE CO., INC.",978-345-1723,978-345-5972,"Fitchburg, MA 01420",Fitchburg,117 Industrial Rd.
"MIXING TECHNOLOGY, INC. (MTI-AMERICA)",495-231-9140,+49 (5231) 914299,,,
THE EAGLE GROUP LTD.,616-754-7777,616-754-1555,"Greenville, MI 48838",Greenville,8384 W. Peck Road
TAMPOPRINT INTERNATIONAL CORPORATION,800-810-8896,800-587-5332,"Vero Beach, FL 32960",Vero Beach,1400 26th Street
GLUCO INC.,616-457-1212,616-457-3620,"Jenison, MI 49428",Jenison,794 Chicago Dr.
NISSEI ASB COMPANY,404-699-7755,,"Atlanta, GA 30336",Atlanta,125 Westlake Pkwy SW Ste 120
TECWEIGH,651-777-4780,651-777-5582,"Saint Paul, MN 55110",Saint Paul,1201 N Birch Lake Blvd.
STRUKTOL COMPANY OF AMERICA,330-928-5188,330-928-0013,"Stow, OH 44224",Stow,"201 E Steels Corners Rd, P.O. Box 1649"
"RJM INTERNATIONAL, INC.",714-669-9662,714-669-9114,"Tustin, CA 92780",Tustin,15139 Woodlawn Ave.
"STRESS ENGINEERING SERVICES, INC.",513-336-6701,513-336-6817,"Mason, OH 45040",Mason,7030 Stress Engineering Way
MPC PLATING (PLASTICS),216-881-7220,216-881-7324,"Cleveland, OH 44103",Cleveland,1859 E 63rd St.
PECO INC.,978-304-6851,973-882-0915,"Fairfield, NJ 07004",Fairfield,2 Stewart Place
TRENDELKAMP,770-931-9199,770-931-9466,"Norcross, GA 30093",Norcross,"4220 Steve Reynolds Blvd., Suite 15"
REDUCTION ENGINEERING SCHEER,330-677-2225,330-677-4048,"Kent, OH 44240",Kent,235 Progress Blvd.
TECHNOJECT MACHINERY CORPORATION,905-951-7144,905-951-7147,,,
"ALPASE, DIVISION OF TST INC.",951-685-2155,951-685-7806,"Chino, CA 91710",Chino,13428 Benson Avenue
"MAGUIRE PRODUCTS, INC.",610-459-4300,610-459-2700,"Aston, PA 19014",Aston,11 Crozerville Rd
R&B PLASTICS MACHINERY LLC,734-429-9421,734-429-1805,"Saline, MI 48176",Saline,1605 East Woodland Dr.
DYNAMIC CONVEYOR CORP.,231-798-1483,,"Muskegon, MI 49441",Muskegon,5980 Grand Haven Rd
"INTERNATIONAL MOLD STEEL, INC.",859-342-6000,859-342-6006,"Florence, KY 41042",Florence,6796 Powerline Drive
POLYMER CLEANING TECHNOLOGY,908-281-0055,908-281-7979,"Hillsborough, NJ 08844",Hillsborough,"216 Route 206, Unit 2"
"TSM CONTROL SYSTEMS, INC.",770-886-6630,770-886-2395,"Alpharetta, GA 30005",Alpharetta,5950-L Shiloh Rd East
POLYSHOT CORPORATION,585-292-5010,585-292-5015,"West Henrietta, NY 14586",West Henrietta,75 Lucius Gordon Dr
"ROMAX, INC.",502-327-8555,502-327-9499,"Hudson, MA 01749",Hudson,14 Barretts Rd
SONICS & MATERIALS INCORPORATED,203-270-4600,203-270-4610,"Newtown, CT 06470",Newtown,53 Church Hill Rd
MONARK EQUIPMENT TECHNOLOGIES COMPANY,989-662-7250,989-662-7255,"Auburn, MI 48611",Auburn,"4533 Garfield Road, P.O. Box 335"
BALDOR ELECTRIC COMPANY,479-646-4711,479-648-5792,"Fort Smith, AR 72901",Fort Smith,5711 R.S. Boreham Jr. St.
"HILMA DIV, CARR LANE ROEMHELD MFG. CO.",800-827-2526,636-386-8034,"Fenton, MO 63026",Fenton,927 Horan Dr.
"D.R. JOSEPH, INC.",817-987-2030,817-987-2043,"Arlington, TX 76001",Arlington,921 W. Harris Rd.
BASF,973-245-5930,,"Florham Park, NJ 07932",Florham Park,100 Park Ave
RTP COMPANY,507-454-6900,507-454-2041,"Winona, MN 55987",Winona,580 East Front Street
SIZE REDUCTION SPECIALISTS,517-333-2605,517-333-8870,"East Lansing, MI 48823",East Lansing,3510 West Rd
THE UNIVERSITY OF AKRON,330-972-7111,,"Akron, OH 44325",Akron,"College of Polymer Science & Polymer Engineering, 170 University Avenue"
PLAS ALLIANCE LTD.,886-5-2217005,886-5-2211929,,,
"BAUER COMPRESSORS, INC.",757-855-6006,757-857-1041,"Norfolk, VA 23502",Norfolk,1328 Azalea Garden Rd
"FORMOSA PLASTICS CORPORATION, USA",973-992-2090,937-992-9627,"Livingston, NJ 07039",Livingston,9 Peach Tree Hill Road
COLONIAL MACHINE COMPANY,330-673-5859,330-673-6687,"Kent, OH 44240",Kent,1041 Mogadore Road
WACKER CHEMICAL CORP,888-922-5374,517-264-4068,"Adrian, MI 49221",Adrian,3301 Sutton Rd
NORDFAB DUCTING,800-532-0830,336-889-7873,"Thomasville, NC 27361",Thomasville,150 Transit Ave.
AKRON OHIO USA (GREATER AKRON CHAMBER),330-283-5889,330-379-2335,"Akron, OH 44308",Akron,1 Cascade Plaza
COLD JET,513-831-3211,513-831-1209,"Loveland, OH 45140",Loveland,455 Wards Corner Rd
"POLYMER ALLIANCE ZONE, INC. OF WEST VIRGINIA",304-428-1622,304-428-1667,"Davisville, WV 26142",Davisville,1 Polymer Way
"HAMAR LASER INSTRUMENTS, INC.",203-730-4600,203-730-4611,"Danbury, CT 06810",Danbury,5 Ye Olde Rd.
THERMOFORMING SYSTEMS LLC - TSL,509-454-4578,509-454-4598,"Union Gap, WA 98903",Union Gap,1601 W. Pine Street
"DECO TECHNOLOGY GROUP, INC.",714-639-3326,714-639-2261,"Orange, CA 92868",Orange,749 N. Main St.
"RELIANCE INDUSTRIES, INC.",281-499-9926,281-499-4308,"Missouri City, TX 77459",Missouri City,1900 FM 1092
HALLINK RSB INC.,519-624-9720,519-624-9721,,,
MARBACH TOOL & EQUIPMENT,574-296-9200,574-296-7400,"Elkhart, IN 46516",Elkhart,831 Herman St.
PLASTRAC INC.,610-356-3000,610-356-7022,"Edgemont, PA 19028",Edgemont,3928 Miller Road
SELFLUBE,800-690-3600,800-383-9277,"Coopersville, MI 49404",Coopersville,526 O'Malley Dr
"VECOPLAN, LLC",336-861-6070,336-861-4329,"Archdale, NC 27263",Archdale,5708 Uwharrie Rd.
"CUSTOM ETCH, INC.",724-652-7117,724-652-7797,"New Castle, PA 16101",New Castle,1813 West State Street
3M ADVANCED MATERIALS DIVISION,651-733-5353,651-737-7635,"Oakdale, MN 55128",Oakdale,6744 33rd St N
"HARVARD FACTORY AUTOMATION, INC.",815-943-1195,815-943-4030,"Harvard, IL 60033",Harvard,490 Commanche Circle
KUNDIG HCH. & CIE. AG,-(011) 41-55-250-3616,-(011) 41-55-250-3601,,,
ENTEK EXTRUDERS,541-259-1068,541-259-8018,"Lebanon, OR 97355",Lebanon,"200 Hansard Ave., PO Box 39"
"TORRENCE MACHINE & TOOL CO., INC.",815-469-1850,815-469-6862,"Mokena, IL 60448",Mokena,18830 S. 82nd Ave.
SAILOR AUTOMATION,714-528-7711,,"Placentia, CA 92870",Placentia,981 Via Rodeo
SODICK INJECTION MOLDING MACHINES BY PLUSTECH INC,847-490-8130,847-490-3192,"Schaumburg, IL 60173",Schaumburg,735 E Remington Rd
PRECISION AIRCONVEY,302-999-8000,302-999-8510,"Newark, DE 19702",Newark,465 Corporate Blvd
HUNTERLAB,703-471-6870,703-471-4237,"Reston, VA 20190",Reston,11491 Sunset Hills Road
RAPID PROTOTYPE + MANUFACTURING (RP+M),440-930-2015,,"Avon Lake, OH 44012",Avon Lake,33490 Pin Oak Parkway
BAY PLASTICS MACHINERY,989-671-9630,989-671-9635,"Bay City, MI 48706",Bay City,3494 North Euclid Ave
"MILLER-LEAMAN, INC.",386-248-0500,386-248-3033,"Daytona Beach, FL 32114",Daytona Beach,800 Orange Ave
AMSLER EQUIPMENT INC.,905-707-6704,905-707-6707,,,
WOOJIN PLAIMM INC.,951-734-7890,951-734-7891,"Norco, CA 92860",Norco,684 Parkridge Ave.
MAILLEFER SA,011-41-21-694-4111,011-41-21-694-4112,,,
SCHENCK PROCESS,816-891-9300,816-891-8336,"Kansas City, MO 64153",Kansas City,7901 NW 107th Terrace
ASPEN RESEARCH CORPORATION,651-842-6100,651-842-6199,"Maple Grove, MN 55369",Maple Grove,8401 Jefferson Highway
"ALLIED DIES, INC.",715-720-1872,715-720-1873,"Chippewa Falls, WI 54729",Chippewa Falls,800 Cashman Drive
"TAIWAN MOLD TOOL CO., LTD.",886-2-2620-6202,866-2-2622-8244,,,
AMERICAN PLASTICS TECHNOLOGIES - RAO DESIGN,847-671-6182,847-671-9276,"Schiller Park, IL 60176",Schiller Park,9451 Ainslie St
MATTHEWS MARKING SYSTEMS,800-775-7775,,"Pittsburgh, PA 15206",Pittsburgh,6515 Penn Ave
"ON-TIME MOLDE, LDA",351-24457-4800,351-24457 4801,,,
CARLO GAVAZZI INC.,847-465-6100,800-222-2659,"Buffalo Grove, IL 60089",Buffalo Grove,750 Hastings Lane
OCS - OPTICAL CONTROL SYSTEMS GMBH,49-2302 95622 0,49-2302 95622 33,,,
LIST USA,704-423-5478,704-423-0210,"Charlotte, NC 28217",Charlotte,1629 Cross Beam Dr
TREKK EQUIPMENT GROUP,636-271-1391,,"Pacific, MO 63069",Pacific,70 Midwest Drive
"AGR INTERNATIONAL, INC.",724-482-2163,724-482-2767,"Butler, PA 16001",Butler,615 Whitestown Rd
NRD - ADVANCED STATIC CONTROL,800-525-8076,716-773-7744,"Grand Island, NY 14075",Grand Island,2937 Alt Blvd
"SOLVETECH, INC.",302-798-5400,302-798-1487,"Wilmington, DE 19809",Wilmington,P.O. Box 9245
DIEFFENBACHER GMBH MASCHINEN-UND ANLAGENBAU,49--726265-335,49--7262-65297,,,
"HASTINGS MANUFACTURING, LLC",800-338-8688,630-305-0588,"Fenton, MO 63026",Fenton,800 Biltmore Dr.
GN THERMOFORMING EQUIPMENT,902-275-3571,902-275-3100,,,
"PLAST-CONTROL, INC.",978-462-0306,978-462-1425,"Newburyport, MA 01950",Newburyport,65 Parker St Unit 10
MEECH STATIC ELIMINATORS INC.,330-564-2000,330-564-2005,"Norton, OH 44203",Norton,2915 Newpark Dr.
SAS AUTOMATION,937-372-5255,937-372-5555,"Xenia, OH 45385",Xenia,1200 South Patton St.
PROCO MACHINERY INC.,905-602-6066,905-602-0560,,,
RAYTEK CORPORATION,831-458-3900,831-458-1497,"Santa Cruz, CA 95060",Santa Cruz,"1201 Shaffer Rd, Bldg. 2"
UNISORB INSTALLATION TECHNOLOGIES,517-764-6060,517-764-7002,"Jackson, MI 49204",Jackson,PO Box 1000
UNITHERM INTERNATIONAL INC.,972-436-1401,972-436-0112,"Lewisville, TX 75057",Lewisville,711 E Jones St
TECNOMAGNETE INC.,586-276-6001,586-276-6003,"Sterling Heights, MI 48312",Sterling Heights,6655 Allar Dr
THERMETIC PRODUCTS INC.,952-542-9355,952-542-9088,"St Louis Park, MN 55416",St Louis Park,1405 Colorado Ave S
SILCOTECH NORTH AMERICA INC.,905-857-9998,905-857-6004,,,
SIMCO-ION,215-822-6401,215-822-3795,"Hatfield, PA 19440",Hatfield,2257 North Penn Rd
CMD CORPORATION,920-730-6888,920-730-6880,"Appleton, WI 54911",Appleton,2901 E Pershing St
"KAESER COMPRESSORS, INC.",540-898-5500,,"Fredericksburg, VA 22408",Fredericksburg,511 Sigma Drive
"COMPUPLAST INTERNATIONAL, INC.",716-536-3426,905-814-8924,"Williamsville, NY 14221",Williamsville,300 International Dr.
"PANTONE, LLC",201-935-5500,201-896-0242,"Carlstadt, NJ 07072",Carlstadt,590 Commerce Blvd.
ERIEZ,814-835-6000,814-838-4960,"Erie, PA 16506",Erie,2200 Asbury Rd
"ADESCOR, INC. A UNICOR GMBH GROUP COMPANY",519-235-0870,519-235-2144,,,
"BRUECKNER GROUP USA, INC.",603-929-3900,603-766-6348,"Portsmouth, NH 03801",Portsmouth,200 International Dr Suite 105
"FACTS, INC.",330-928-2332,330-928-3018,"Cuyahoga Falls, OH 44221",Cuyahoga Falls,2737 Front St
"W. MULLER USA, INC.",413-787-0664,413-787-0642,"Agawam, MA 01001",Agawam,1163 Suffield Street
"WEBTECH, INC.",609-259-2800,609-259-9311,"Robbinsville, NJ 08691",Robbinsville,108 N Gold Dr
POLYMER DIAGNOSTICS INC,800-438-2335,440-930-1644,"Avon Lake, OH 44012",Avon Lake,33587 Walker Rd
INGENIA POLYMERS,713-296-1500,,"Houston, TX 77027",Houston,3200 SW Freeway
"PSI-POLYMER SYSTEMS, INC.",828-468-2600,828-468-2610,"Conover, NC 28613",Conover,"1703 Pineview Street, SE"
PHOENIX PLASTICS L.P.,936-760-2311,936-760-2322,"Conroe, TX 77301",Conroe,5400 Jefferson Chemical Road
"KAWATA MACHINERY MANUFACTURING (SHANGHAI) CO., LTD.",630-687-9876,866-755-9258,"Chicago, IL 60185",Chicago,"1901 Powis Court,West Chicago,IL."
"MASTERDUCT, INC.",713-462-5779,713-939-8441,"Houston, TX 77040",Houston,5235 Ted Street
BERGEN INTERNATIONAL,201-299-4499,201-335-5909,"Hasbrouck Heights, NJ 07604",Hasbrouck Heights,"411 State Hwy 17, Suite 100"
"ESI-EXTRUSION SERVICES, INC.",330-434-1861,330-434-1862,"Akron, OH 44303",Akron,305 W North St
"UMASS LOWELL, PLASTICS ENGINEERING DEPARTMENT",978-934-3420,978-934-3089,"Lowell, MA 01854",Lowell,1 University Avenue
"GETECHA, INC.",269-373-8896,269-344-7844,"Kalamazoo, MI 49048",Kalamazoo,2914 Business One Dr
M.R. MOLD & ENGINEERING CORP.,714-996-5511,714-996-6029,"Brea, CA 92821",Brea,"2700 E Imperial Highway, Unit C"
WEXCO CORPORATION,434-385-6006,434-385-8387,"Lynchburg, VA 24502",Lynchburg,"P O Box 4297, 1015 Dillard Dr"
GUILL TOOL & ENGINEERING,401-828-7600,401-823-5310,"West Warwick, RI 02893",West Warwick,10 Pike St
"SHIMADZU SCIENTIFIC INSTRUMENTS, INC.",410-910-0875,410-381-1222,"Columbia, MD 21046",Columbia,7102 Riverwood Dr
KAL-TRADING INC.,905-273-7400,905-273-6700,,,
"RESIN TECHNOLOGY, INC.",817-569-0252,817-569-0299,"Fort Worth, TX 76132",Fort Worth,6618 Bryant Irvin Rd Suite 200
YUDO INC.,734-744-8120,734-744-8123,"Livonia City, MI 48150",Livonia City,33875 Capitol St.
ECKART GMBH,+49-9152-77-0,+49-9152-77-7008,,,
PURGEX,800-803-6242,281-807-9748,"Houston, TX 77065",Houston,11119 Jones Rd W
"WEIMA AMERICA, INC.",803-802-7170,803-802-7098,"Fort Mill, SC 29715",Fort Mill,3678 Centre Circle
ABB INC.,248-391-9000,248-391-8440,"Auburn Hills, MI 48326",Auburn Hills,1250 Brown Rd
MACHINEPOINT USED MACHINERY,34-983-549-900,34-983-549-901,,,
"MATILA INDUSTRIAL CO., LTD.",886-226192222,866-226101100,,,
ABSOLUTE HAITIAN,508-459-5372,,"Worcester, MA 01610",Worcester,94 Gardner Street
JOGINDRA ENGINEERING WORKS PVT. LTD.,+91-9717460740,+91-11-25453836,,,
SILOS Y CAMIONES S.A. DE C.V.,+52-771-71-70900,,,,
"SHINI PLASTICS TECHNOLOGIES, LLC/BUDZAR INDUSTRIES",770-831-5959,770-831-5656,"Suwanee, GA 30024",Suwanee,4189 Capatial View Drive
LEISTER TECHNOLOGIES,630-760-1000,630-760-1001,"Itasca, IL 60143",Itasca,1275 Hamilton Pkwy.
"LABTECH ENGINEERING CO., LTD.",662-709-6959,662-710-6488,,,
WINTRISS ENGINEERING CORPORATION,858-550-7300,858-653-3910,"San Diego, CA 92121",San Diego,"9010 Kenamar Drive, Suite 101"
"PAUL N. GARDNER CO., INC.",954-946-9454,954-946-9309,"Pompano Beach, FL 33060",Pompano Beach,316 NE 1st St
ENERCON INDUSTRIES,262-255-6070,262-255-7784,"Menomonee Falls, WI 53051",Menomonee Falls,W140 N9572 Fountain Boulevard
"MASTIP, INC.",262-644-9400,262-644-9402,"Slinger, WI 53086",Slinger,240 Info Highway
SHRED-TECH,519-621-3560,519-621-4288,,,
SURFACE ENGINEERING & ALLOY / EXTREME COATINGS,727-528-7998,727-528-7995,"St. Petersburg, FL 33714",St. Petersburg,2895 46th Avenue North
DMS (DIEMOLD SUPPLY),714-751-1615,714-751-3861,"Fountain Valley, CA 92708",Fountain Valley,17197 Newhope St Ste I
"MAPP, INC.",317-913-2440,317-913-2445,"Indianapolis, IN 46256",Indianapolis,"7321 Shadeland Station Way, Suite 285"
MACCHI SPA,39-39-0331-827-717,39-331-827-750,,,
NEGRI BOSSI NORTH AMERICA,302-328-8020,302-328-8036,"New Castle, DE 19720",New Castle,311 Carroll Dr.
ITW SECURITY AND BRAND IDENTITY GROUP,716-681-8222,716-681-8789,"Lancaster, NY 14086",Lancaster,4471 Walden Ave
EDRO,909-594-5751,909-595-0481,"Walnut, CA 91789",Walnut,20500 Carrey Rd.
THEYSOHN NORTH AMERICA,855-551-1119,817-377-4921,"Fort Worth, TX 76116",Fort Worth,6925 Tumbling Trail
ATLAS COPCO COMPRESSORS,803-817-7451,,"Rock Hill, SC 29730",Rock Hill,1800 Overview Drive
"KENMOLD TIANXIA CO., LTD OF NINGBO CHINA",+86-574-65399513,+86-574-65358101,,,
RKC INSTRUMENT INC.,574-273-6099,574-247-9657,"South Bend, IN 46628",South Bend,4245 Meghan Beeler Ct. Ste 2
ZEPPELIN SYSTEMS USA INC.,713-849-5666,,"Odessa, FL 33556",Odessa,13330 Byrd Drive
STAUBLI CORPORATION,864-433-1980,864-486-5485,"Duncan, SC 29334",Duncan,"201 Parkway West, PO Box 189"
"CADENCE, INC.",540-248-2200,540-248-4400,"Staunton, VA 24401",Staunton,9 Technology Drive
"GEISS, LLC",203-988-9426,860-349-0919,"Durham, CT 06422",Durham,45R Ozick Drive-Unit 21
"BEAUMONT TECHNOLOGIES, INC.",814-899-6390,814-899-7117,"Erie, PA 16511",Erie,1524 East 10th St
PCS COMPANY,800-521-0546,800-505-3299,"Fraser, MI 48026",Fraser,34488 Doreka Dr.
THE PLASTICS GROUP,401-767-2700,401-767-2823,"Woonsocket, RI 02895",Woonsocket,1112 River Street
"NOREN PRODUCTS, INC.",650-322-9500,650-324-1348,"Menlo Park, CA 94025",Menlo Park,1010 O'Brien Dr
ZWICK USA,770-420-6555,770-420-6333,"Kennesaw, GA 30144",Kennesaw,"2125 Barrett Park Drive, Suite 107"
THE CLEVELAND VIBRATOR COMPANY,216-241-7157,216-241-3480,"Cleveland, OH 44113",Cleveland,2828 Clinton Avenue
HERBOLD MECKESHEIM USA,401-597-5500,401-597-5535,"Slatersville, RI 02876",Slatersville,PO Box 239
"POLYVEL, INC.",609-567-0080,609-567-9522,"Hammonton, NJ 08037",Hammonton,100 Ninth St
"DURATHERM PROCESSING SYSTEMS, INC.",630-443-9772,630-443-9775,"Saint Charles, IL 60174",Saint Charles,3720 Stern Ave
DEUBLIN COMPANY,847-689-8600,847-689-8690,"Waukegan, IL 60085",Waukegan,2050 Norman Dr.
THERMO SCIENTIFIC,608-276-6100,,"Madison, WI 53711",Madison,5225 Verona Road
"LENZKES CLAMPING TOOLS, INC.",540-381-1533,540-381-4484,"Christiansburg, VA 24073",Christiansburg,825 Radford St
ONCOR,214-486-7030,214-486-5012,"Dallas, TX 75202",Dallas,"1616 Woodall Rodgers Frwy., Suite 5E-004"
INTERNATIONAL KNIFE & SAW,843-662-6345,843-664-1103,"Florence, SC 29501",Florence,1435 North Cashua Rd.
MAHR METERING SYSTEMS CORP.,704-525-7128,704-525-8290,"Charlotte, NC 28217",Charlotte,1415 Cross Beam Dr.
AET/ADVANCED EXTRUDER TECHNOLOGIES INC.,847-238-9651,847-238-9654,"Elk Grove Village, IL 60007",Elk Grove Village,2281 Devon Avenue
"BLUE WAVE ULTRASONICS, INC.",800-373-0144,563-322-7180,"Davenport, IA 52802",Davenport,960 S Rolff St
"FERRY INDUSTRIES, INC.",330-920-9200,330-920-4200,"Stow, OH 44224",Stow,4445 Allen Rd
INNOVATIVE DIGITAL SYSTEMS / CPS RESOURCES,704-506-2372,208-247-2392,"Indian Trail, NC 28079",Indian Trail,2000 Innovation Dr
THERMOFORMER PARTS SUPPLIERS,989-435-3800,989-435-3825,"Beaverton, MI 48612",Beaverton,"TPS llc, 3818 Terry Diane"
GESSWEIN COMPANY,203-366-5400,203-366-3953,"Bridgeport, CT 06605",Bridgeport,201 Hancock Ave.
EXTREME,906-229-2510,906-229-5185,"Wakefield, MI 49968",Wakefield,999 Production Dr
AUTOMATION & CONTROL INC.-ACI,856-234-2300,856-234-5223,"Moorestown, NJ 08057",Moorestown,1491 Lancer Drive
KUKA ROBOTICS CORPORATION,586-569-2082,,"Shelby Township, MI 48315",Shelby Township,51870 Shelby Parkway
